34871	3	31384
10911	5	36642
24081	3	33246
23669	5	30577
8975	5	9598
22447	3	29622
17493	5	26716
36201	9	16500
27345	5	28553
5952	3	17705
3420	3	4978
17443	3	40450
19055	1	28807
5802	5	20003
10928	5	17514
7403	3	38849
2935	3	130
10551	3	31247
20965	1	30230
38819	5	37855
20902	5	22336
31604	5	26635
23219	5	30583
13890	1	11729
29497	0	5557
29647	5	24846
17925	5	21703
23034	4	24876
3104	9	31318
23023	3	3987
10747	4	2652
20140	5	26919
32951	5	5536
104	5	26867
12715	5	19790
36565	3	3612
27541	3	38647
22026	3	26032
3839	5	4490
26297	9	22736
13622	3	7087
22479	1	268
24819	3	15614
36887	9	18
21053	5	4279
23257	3	19027
2501	1	28178
36248	3	37633
7434	1	9205
9200	3	18196
16452	5	31885
28895	3	37633
24883	5	14609
28583	3	1419
2961	7	29733
40511	5	20497
11606	3	16874
7474	3	2929
2501	1	10772
31718	3	9935
11069	5	15581
2501	1	14335
29045	3	22400
21879	9	40495
11754	5	2538
39719	3	35902
28467	5	32340
25130	1	7349
4690	5	2882
39300	3	32675
35937	3	23297
36966	3	37430
3267	9	33340
31888	1	18519
19498	9	8162
29682	3	28848
39703	5	16846
12324	9	352
22443	5	24914
31485	1	29883
4879	4	16969
17806	5	33059
21241	3	5523
21393	3	1607
13157	3	8316
26847	3	8508
8044	5	18758
19639	5	34941
37393	3	2105
2561	3	19027
8317	3	6577
20439	5	5839
4642	7	16854
18962	5	22580
27774	5	16830
35397	9	12599
29862	5	22051
15237	1	4583
17270	5	30353
8263	9	17197
5353	3	17678
33644	3	1495
21944	7	797
24369	3	2917
25710	4	21292
19594	5	26054
29026	5	40739
13055	3	38883
26130	1	32876
22246	5	9220
26807	5	14686
25673	3	7154
39501	3	10503
5498	3	16949
15013	3	23965
13969	3	39476
1178	3	12107
35039	3	35902
13812	5	30183
33513	3	1418
29033	7	22176
31032	6	9684
18461	5	22427
14773	3	36703
39576	4	12670
40014	3	601
39517	5	33368
40433	5	35006
18496	5	25932
9722	8	20536
5468	3	5134
17328	3	15369
19212	3	17613
27997	3	35902
17653	3	27855
17002	3	27439
39994	3	9087
15739	4	32026
21498	3	38065
24995	5	33833
22221	5	25129
7438	5	24037
30557	2	3106
17861	0	11774
13290	5	1391
39574	3	2890
19142	5	37973
15299	5	20460
30917	3	40376
40471	5	31665
37973	3	4846
18884	9	12501
35347	9	35200
35349	1	13468
40019	3	33434
24144	3	13659
11924	3	8021
32476	5	26716
9375	5	40360
35496	3	32170
24118	0	25769
22590	3	4563
23948	3	17352
10388	5	4772
37364	3	5518
21008	3	575
49	2	10790
4858	3	8464
6085	5	38977
19301	5	11820
39135	1	28405
4191	3	21365
7868	9	22298
2756	7	28630
32339	5	33684
28847	2	19399
17068	6	29932
14258	5	33972
13236	3	33683
5669	9	33366
9452	3	37036
8321	3	22664
19407	5	14015
7825	5	19275
37911	3	1126
6426	3	34630
23163	5	30104
19117	5	3315
25695	3	33417
13349	5	38966
29532	4	29757
24533	9	4033
31843	3	10732
6294	5	4398
6762	5	9619
2826	3	18710
35494	5	19115
22039	3	26760
38296	3	38849
4633	5	22573
32659	3	12544
17825	2	20314
4504	3	3314
14436	9	26927
21986	9	6409
1905	3	21305
1233	9	1895
18581	3	9027
25377	9	28905
21806	5	16786
24060	4	21985
20697	5	23758
10264	5	26631
37735	1	11198
26190	1	11511
21080	9	15894
15279	3	31865
37503	9	16956
22898	3	33241
7862	3	3579
32185	5	23005
16972	8	30299
10614	3	38714
7937	5	40086
19013	5	9160
26794	5	10153
37688	3	35720
15579	4	16915
33747	9	12676
22303	0	7952
10156	3	24817
4606	5	28362
7071	5	21292
26813	3	22331
21488	5	12960
33542	5	13910
40456	3	37237
19830	1	38444
10180	7	21166
33501	5	15367
38639	3	6111
15779	3	7770
7680	3	32251
27001	4	4011
26794	2	19245
21432	5	10182
12113	5	36370
9722	5	53
9630	3	25950
40760	3	18929
27559	9	33801
16057	4	39073
29296	5	27539
2653	5	26686
12210	5	27949
17595	3	17673
20072	3	22345
2460	1	35647
8270	1	25486
31546	5	11478
8703	3	12863
19709	3	24234
17693	5	26214
6657	5	12441
12160	3	18097
6750	3	36642
16824	5	1762
23569	7	20783
35933	5	27163
17989	5	36877
11260	5	34004
5170	9	37193
34646	5	21330
35683	5	37203
243	5	14701
35883	1	21057
24732	4	22767
33418	3	9941
27774	5	11696
27472	9	22795
5025	9	19208
39545	3	3670
23964	3	1126
28199	3	31575
19476	4	32172
30474	5	19692
7496	5	25546
35150	3	35063
10368	5	38401
38396	5	24718
25384	3	38849
7633	3	29942
20051	7	25217
4098	3	12903
15329	5	3548
3800	3	14082
32042	3	8729
33618	3	18733
19940	2	24094
20546	1	22597
32138	9	4844
27019	3	13659
10013	3	21540
14729	10	40116
18557	3	20464
29058	5	3400
30560	3	16264
33761	5	18202
26610	8	19870
17637	5	16078
12844	5	1259
29624	5	17202
20791	9	39750
29822	5	33428
35941	5	34550
33709	3	24086
32600	3	20831
9705	5	37629
16912	9	23173
25317	5	32229
26466	2	37267
20344	5	14326
17689	3	22403
1584	5	31668
13279	5	34703
24118	10	20113
23400	5	29483
22881	3	23965
1822	3	29622
2501	1	21146
35510	3	8729
38739	4	6900
21446	3	37036
17648	5	8687
38785	3	34341
2604	3	23967
1011	5	28497
34861	7	38555
19318	3	16295
17512	3	30358
25698	5	25952
22437	7	20783
9163	5	20770
6290	5	19410
491	3	36743
32187	9	25434
4518	2	22824
36472	5	32169
36806	3	16774
7539	3	17673
11845	1	1670
35305	1	37069
24962	9	19806
8259	5	31596
34995	5	181
11254	1	29983
4721	5	18203
12681	3	17673
20779	3	25477
17105	3	33946
36010	3	21179
2553	3	31719
23677	5	7869
27284	5	7660
40357	5	39095
21601	5	13504
5911	3	4305
25965	1	40277
13175	3	18226
11780	3	34097
15475	5	33607
1438	5	11803
10177	9	31259
11732	3	12649
24971	4	22250
5366	3	35908
15124	5	26233
11001	5	4517
14612	3	15223
31044	5	38649
179	3	34341
8127	0	12781
40711	3	19917
35648	3	26683
15806	3	21366
17502	5	24248
9577	4	9847
40722	1	17611
33287	3	20397
2311	3	15711
17078	5	4733
19129	3	36761
1822	9	12839
35581	3	37633
29002	3	9031
13275	3	37220
14376	10	25230
14507	3	12576
1556	5	9981
14470	7	14318
4458	5	35768
30992	3	21305
32396	1	6198
40423	3	20418
40592	5	31512
32452	3	19082
14583	5	12047
10891	4	11330
27431	3	36762
8004	3	18545
9793	3	39472
30896	3	27600
22577	3	11799
10414	5	10000
547	9	37077
19253	3	26385
35226	5	11040
15864	3	5403
31996	3	29009
2723	3	38864
34125	3	38723
25293	5	21974
7914	3	18816
9503	1	5843
14525	3	40296
38359	3	12221
28310	3	19560
30486	5	16104
3268	3	36343
1841	3	30269
34522	5	37763
3623	3	24763
15140	1	35796
2304	3	17421
1213	5	17068
7900	5	29009
37666	5	5732
1205	5	3579
20294	5	959
34574	3	9071
8229	3	11791
35288	3	24354
35387	3	35855
14724	5	10753
31985	7	20783
2324	3	26354
34607	5	32429
27381	3	14653
34906	3	31666
34440	3	10172
19277	3	9388
5942	3	13529
25492	9	20508
19109	4	31876
1252	5	35597
57	5	11430
37659	3	25477
1417	5	18798
8742	5	3061
17140	3	13659
17358	3	3580
12900	7	20372
20068	3	21365
7424	9	26547
26031	3	11797
37392	5	35765
1888	3	31002
36391	7	30323
8313	5	33042
22668	3	9818
35887	3	6281
38544	3	29622
20149	2	1981
6137	9	27395
18281	5	23373
19014	3	13591
4705	5	6510
23032	3	12307
28543	3	39512
19535	3	26441
10663	5	12555
6005	3	9398
17757	8	13951
17705	5	4743
1751	7	29953
18391	7	20783
7344	5	11101
32803	5	23579
36991	5	26863
8514	9	30545
12903	3	33641
2929	5	29049
11803	5	13030
9545	3	34604
3628	5	9360
11337	3	32867
38934	5	33663
39005	5	36190
13967	3	13026
27551	3	21451
25101	5	13117
1142	5	28122
30810	7	4917
14376	1	16080
7420	5	12597
3251	5	40199
21863	5	26794
32641	5	29620
37433	5	31460
19341	7	15908
25515	1	21769
16667	3	6156
31337	5	20364
35217	5	2535
39133	5	35714
2237	9	11258
32859	5	19015
40651	9	34932
37568	5	3968
38194	1	19529
33963	3	35799
20232	5	31835
19792	3	32093
7717	7	36478
1251	1	30159
14242	5	19422
3308	1	10403
28834	5	6059
26706	1	12904
40851	3	21366
23258	3	18940
31402	3	931
28701	9	15843
6831	5	19480
11609	3	30913
30367	5	35780
3048	1	39993
33758	3	28866
22749	1	12011
2824	5	37987
164	5	27541
20643	5	9703
35559	3	23677
30858	3	14565
6439	5	3245
13652	1	38871
21062	7	20783
7129	9	23833
11993	5	11344
18666	3	22274
28083	7	21818
35996	3	19188
13543	9	34975
26312	9	673
2855	3	29505
9865	3	25708
34832	4	21355
7200	3	17425
1787	3	32544
28904	9	13347
29716	9	7490
13859	7	20783
20691	3	17673
36979	3	28631
30508	3	116
23891	5	39057
2121	5	40424
28152	3	15277
38217	3	37633
10690	3	12869
1358	5	2319
1534	3	37016
28884	3	33279
28080	1	20876
23974	9	2811
14223	3	31721
1048	5	36350
15076	3	30128
37826	9	1290
1899	4	29757
19265	3	28251
23490	5	40162
14191	5	14672
25661	9	19396
19526	5	22093
2103	3	13694
33561	3	17673
4426	3	28848
9829	5	40423
39126	3	3012
31166	3	463
24180	7	34092
31405	9	14840
17534	5	37152
23258	5	21069
3557	3	17493
26507	3	33403
22762	5	2388
39479	5	9384
6664	3	4379
37983	3	6834
15877	3	37947
22699	3	11532
9384	5	39479
26380	5	3447
8539	5	22166
30240	9	16298
11100	3	39210
16633	3	6049
29615	9	7943
28721	5	15836
7109	4	29757
11336	3	17940
14041	5	23582
35818	5	35797
31483	1	31759
33059	3	37406
36343	5	5690
8305	9	35626
31445	2	23319
20335	3	23850
13154	3	32675
16043	3	3314
23319	5	20962
15237	1	40221
35648	1	25515
40116	4	36633
28564	1	11220
8795	5	36971
20491	5	37326
23833	3	22403
31008	5	8883
27485	5	8945
7218	3	9811
2422	7	30874
20174	3	36332
8398	5	31974
25462	3	23677
18881	3	39783
10142	5	30510
17599	3	20027
39156	3	5263
28611	3	32873
14366	3	34024
2641	5	23610
11342	3	33572
1278	5	20828
9712	5	39929
1604	9	8672
1475	5	3143
17343	3	2692
12738	5	15740
22936	9	7669
21844	5	38122
22440	5	28087
2839	1	4461
17490	5	5771
7170	3	2
2480	5	33261
36526	5	25392
9499	5	12662
34335	5	134
38836	1	31958
3321	3	33279
38500	4	19669
33866	5	33642
17561	2	29877
38637	4	9847
18247	9	26190
36600	5	11905
36846	5	24355
291	8	18048
26044	3	2860
1096	5	31912
13834	9	14217
15807	3	12327
19958	5	29879
9618	5	32817
19315	9	5171
33640	3	30393
10859	3	26928
20364	5	6824
2400	5	1132
29303	5	36582
19218	5	8274
40918	3	23677
30240	9	6093
23514	5	10061
27210	5	30404
10993	7	19124
30681	9	3949
11155	3	10035
29951	3	6598
27256	5	711
20355	3	27437
19613	1	23141
32370	5	5658
12428	3	28662
8790	5	4491
16691	3	39216
29626	9	2183
29439	3	20313
4313	1	8502
20173	9	22905
6422	3	36105
32539	5	33698
11299	5	4305
34523	3	23922
16830	5	9344
26422	3	32540
29111	5	17935
32286	3	21365
21389	2	9849
17485	3	17678
10771	3	16795
12733	5	34862
631	5	15002
29207	1	27801
11704	3	37516
35783	5	12820
35764	5	35382
12174	3	7860
34964	5	25436
38129	9	23130
34716	5	34746
8118	5	4319
437	5	38874
25971	3	9946
33433	3	26501
861	5	29117
3294	3	16679
20561	9	6056
28411	3	27439
20703	5	15829
20243	3	29970
18724	3	37788
4439	3	14876
20244	3	39738
38484	5	21952
21310	5	29428
8292	5	14982
9552	5	22982
21197	3	8316
11442	4	11115
21108	3	37111
40585	5	31595
38078	3	30393
31060	2	36506
23831	3	36847
6290	3	38555
13899	3	39472
17422	3	30551
14110	5	33064
21192	3	5266
29488	5	24036
19741	3	8944
39121	5	13290
275	3	23032
8114	7	6070
2962	5	36578
21894	3	36846
27625	5	5371
4346	5	32944
22204	3	11526
9995	5	17059
13642	5	810
22135	5	39898
17329	2	27722
39522	3	34555
19848	3	23426
34945	3	1405
36502	3	14359
3352	4	29757
37206	5	35362
36709	5	11219
2240	3	29137
15888	3	22331
18264	9	19079
12417	4	3532
22223	5	40508
25768	5	13880
13924	3	36069
29651	3	30883
18821	5	3268
38363	1	25841
15286	5	24866
15155	5	7061
8366	3	13536
33485	3	29622
2705	3	10743
58	7	20783
38857	3	16203
26306	3	35902
39697	2	15914
3864	3	13529
19886	3	8008
9043	5	37202
8486	5	19732
33113	5	5584
22031	5	32213
8744	5	13274
31933	3	8361
18283	3	2423
31346	3	13539
30986	5	15758
7564	4	28321
1229	5	31618
37464	4	24190
22319	1	3017
1114	3	9691
6148	5	26628
9801	5	3051
17080	5	9953
28176	4	18078
3713	1	21689
15043	3	28795
18464	2	23407
40160	3	28846
7112	5	7815
21363	7	14318
20251	3	39814
5457	3	37633
7728	5	39865
23093	5	19535
23536	3	5123
1838	1	28854
755	3	20497
5939	1	9519
15762	5	37236
3086	9	32101
12734	3	38849
9259	3	4515
34777	1	34310
40095	5	22370
13804	3	7695
1947	3	27879
37097	9	24275
27951	5	17202
12574	3	27822
4957	3	37761
1506	9	37415
11242	9	13903
1185	5	6377
9471	3	27254
32186	9	3972
23704	5	5115
30838	3	2964
13280	5	17561
27603	5	39832
5170	9	30677
20382	3	4402
14479	1	9297
33526	3	34799
35549	5	5774
12186	3	14670
8931	3	17673
8289	3	20513
35160	9	32050
3578	5	9042
32368	3	28634
8324	5	33748
15509	5	19000
17831	3	15998
16806	1	15086
21854	3	14500
6448	5	39448
11003	5	36875
11882	7	4498
12865	3	17678
37557	3	16584
23480	3	27439
8818	9	36430
9825	5	29514
30273	7	11443
955	5	6014
19679	3	33381
36104	5	8814
36028	3	12726
31696	3	40211
37097	9	610
11267	3	297
6757	5	22009
2274	3	7473
23772	7	2680
39787	5	2145
8271	3	19670
7322	5	13748
10085	7	18027
19518	3	2178
2691	5	23491
17231	5	8358
4933	3	31721
17646	5	22617
28372	3	31304
7584	5	11217
4761	5	15291
34080	5	35150
31012	3	12150
14441	3	22580
60	4	26371
26848	3	8889
19013	5	9557
34178	5	23313
6252	3	8870
2164	5	31974
24118	10	24888
40097	5	15793
38546	3	36482
38395	3	17673
38086	3	16630
36642	5	8521
14058	3	1407
10792	3	10956
30876	5	29447
19372	3	4107
21098	3	40871
19760	5	22265
4753	3	26993
25226	5	9960
38567	5	6459
27441	3	8690
27408	3	1736
8535	5	33902
38799	3	22588
36638	5	8713
20383	9	10359
16349	3	31400
40519	3	22535
11318	9	1401
36370	5	37588
19456	5	36966
25324	9	31971
39150	5	9656
379	5	39281
27308	3	17026
18284	3	1793
32959	5	19525
28893	4	37279
38790	3	40543
20024	3	35852
26195	3	38849
29894	1	8516
20138	3	28634
8368	4	10827
3211	9	17724
12815	3	20192
13459	5	13779
34408	3	27246
11766	3	23850
7098	5	26658
3125	4	29757
8969	9	35630
18615	4	27564
1323	3	10778
11571	5	11602
19812	2	40
3341	5	20052
16536	3	33094
27047	3	24255
4374	9	36486
2111	3	33251
26669	3	22403
30404	5	25881
38415	9	17799
23481	7	18137
34648	5	23658
22892	9	30565
22303	0	2633
38607	5	19191
21820	3	11519
4985	5	33698
6474	3	619
32952	5	40856
16708	7	20783
11398	5	9347
18100	5	21966
15667	9	3325
6780	8	7037
7909	4	22250
29792	7	11810
14492	3	5658
15955	3	10864
2247	5	16452
3510	2	32729
25975	3	362
22454	5	29387
34665	1	16752
35347	9	37396
12410	5	12575
37922	5	14597
24790	5	38488
9381	3	16205
11286	5	7818
16720	5	11544
11724	1	27872
36139	3	30046
32064	5	13932
27882	3	36550
13306	2	32084
29930	3	14127
21973	5	30487
26733	3	39616
10265	5	200
881	1	16884
34325	2	4001
10813	3	33472
25119	4	3532
13558	2	22368
39936	3	32339
23767	9	20941
16931	3	36777
10123	4	31181
40001	3	39045
19595	5	33496
8308	5	37437
32679	5	2795
25692	3	35158
14376	1	36141
2283	5	33242
15705	5	31743
19007	5	20806
34852	8	20886
27774	5	37194
29758	1	7566
3185	5	13091
538	3	19790
11215	5	3876
36978	9	678
32864	5	19653
8740	3	17678
26484	3	5213
30208	5	19320
17445	4	21289
6255	3	4156
24408	3	17882
6941	5	29903
38082	5	27744
2849	3	39310
24118	10	12566
29224	5	35309
8957	9	39466
35569	2	21805
22044	9	16602
17624	3	39472
38097	3	27941
28439	8	1732
29625	5	9428
15993	5	29885
28277	3	11799
40086	8	16672
19055	1	38269
9562	9	33824
5025	9	29816
11741	5	30986
25431	5	37328
9066	3	36847
25833	5	22325
9004	1	28111
37770	3	37009
37097	3	2684
26996	5	37519
33799	5	39532
19648	5	4795
8678	5	17496
25584	5	23492
32905	3	40649
25523	3	15900
26839	3	27439
11821	3	31002
14166	5	36050
31640	7	28568
25366	5	25736
24683	3	7622
7572	7	29213
10725	5	38588
35226	3	10111
22011	5	9053
38297	3	4516
21429	3	3131
26476	7	20783
35630	9	31534
22296	5	37925
17969	2	16165
21339	5	29399
24604	8	24386
24932	7	39497
36722	5	22725
18275	3	23745
4279	3	26232
38845	3	32545
14875	5	6120
28838	3	8157
16016	5	25670
26339	5	32343
34505	5	11797
29162	3	7779
26585	5	32958
37824	3	25637
5103	3	11971
8039	3	7473
21413	5	37725
10617	5	27379
33060	5	22486
13192	5	40744
39869	5	35279
38945	3	764
18345	5	36091
10577	1	17549
28744	9	1605
29512	7	35637
24653	5	24984
7811	3	5403
30410	3	35433
14200	3	38716
15445	9	7413
36313	7	5949
10749	9	19904
27567	9	12556
18124	5	29293
733	3	5278
27657	5	3185
6270	3	36007
32103	5	8605
10599	9	25018
26554	3	32528
9820	3	39555
3356	5	29935
16380	5	18720
23516	3	33909
13404	3	6575
11775	9	16899
18264	9	25098
3204	5	3943
24428	3	26695
31338	5	23318
19131	3	14811
35347	9	37353
34551	1	26735
23340	3	15002
30537	10	7598
15635	1	35467
23540	3	6640
24998	3	31449
19220	5	9634
27236	3	30775
24193	3	21815
19681	5	20612
3601	3	36197
24118	10	35779
24196	9	6191
30415	3	1087
24118	10	15628
29174	3	37523
18853	3	27315
21799	5	23607
17178	5	36277
33504	3	11560
18036	7	20783
30537	10	28364
24118	10	1520
7948	5	19910
36990	3	4824
27436	5	29697
4001	5	13191
4337	4	8586
38792	3	6372
22303	0	3182
26934	3	10310
28596	5	19125
12184	3	38920
11845	1	218
20862	5	40724
8656	5	36285
26996	1	39744
15913	3	34280
28434	3	38849
6323	7	40845
40919	9	28268
30412	3	35335
28875	5	6133
35601	1	33938
22166	5	8539
19153	3	5962
34886	5	18836
1744	5	38224
17468	3	19499
23679	9	25547
5943	4	24876
31884	5	28939
16876	5	36742
24377	5	8134
8565	3	33368
25515	3	26965
39450	5	33568
20407	3	8316
33543	5	22698
12614	3	3841
32920	3	18966
18798	5	37831
34387	3	21366
11911	3	9598
34611	3	6001
25540	5	12977
1800	9	3180
26381	9	36753
17531	3	32156
32650	3	36731
10714	3	10630
35897	2	23053
11842	3	12698
35176	3	23340
24883	5	27951
28386	3	23850
21604	9	11529
38170	2	11067
31138	5	14406
1015	7	7030
22477	5	19822
22236	5	37957
25492	9	29418
13742	3	12476
9312	1	22819
30135	9	6947
6065	3	33121
14656	3	17678
24093	3	15792
23792	3	8316
39540	3	12726
17092	3	5403
3578	1	23141
31450	1	20288
15972	3	33683
33656	7	20783
37521	4	22767
33535	5	40305
10526	5	2429
12879	5	3194
36742	5	16876
31105	3	24008
